"GDP_Per_Capita_mean","Population_Density_mean","Total_Alcohol_Consumption_Per_Capita_mean","Suicide_Rate_mean","Deaths_From_Smoking_mean","COVID_19_Cases_Mar_20_2021_mean","COVID_19_Deaths_Mar_20_2021_mean","GDP_Per_Capita_median","Population_Density_median","Total_Alcohol_Consumption_Per_Capita_median","Suicide_Rate_median","Deaths_From_Smoking_median","COVID_19_Cases_Mar_20_2021_median","COVID_19_Deaths_Mar_20_2021_median","GDP_Per_Capita_sd","Population_Density_sd","Total_Alcohol_Consumption_Per_Capita_sd","Suicide_Rate_sd","Deaths_From_Smoking_sd","COVID_19_Cases_Mar_20_2021_sd","COVID_19_Deaths_Mar_20_2021_sd","GDP_Per_Capita_IQR","Population_Density_IQR","Total_Alcohol_Consumption_Per_Capita_IQR","Suicide_Rate_IQR","Deaths_From_Smoking_IQR","COVID_19_Cases_Mar_20_2021_IQR","COVID_19_Deaths_Mar_20_2021_IQR","GDP_Per_Capita_skewness","Population_Density_skewness","Total_Alcohol_Consumption_Per_Capita_skewness","Suicide_Rate_skewness","Deaths_From_Smoking_skewness","COVID_19_Cases_Mar_20_2021_skewness","COVID_19_Deaths_Mar_20_2021_skewness"
22988.4953271028,233.043722336449,6.21775700934579,9.4214953271028,50996.7839523364,839219.813084112,16535.6074766355,16064,82.2386,6.2,7.8,5898.262,149135,2106,23495.0092895595,799.604954476758,4.0751157660165,6.07018740249369,229441.394932146,2699573.81142451,42552.9121557951,26934.5,148.9097,7.15,7.7,19368.934,472742,8515.5,1.82675851777305,8.52343114808395,0.0529538906494145,1.23840967571969,8.12123829985241,5.89977592629562,4.05929896719785
